"","species","ECO_NAME","X","garden","variant","latitude","longitude","country","IUCNRedList","ECO_CODE","province","geometry","Group","crop"
"581","Amelanchier alnifolia","Northern Great Plains Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"582","Amelanchier alnifolia","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"583","Amelanchier alnifolia","Northern Tallgrass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"584","Amelanchier alnifolia","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"585","Amelanchier alnifolia","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"586","Amelanchier alnifolia","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"587","Amelanchier alnifolia","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"588","Amelanchier alnifolia","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"589","Amelanchier alnifolia","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"590","Amelanchier alnifolia","Montane Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"591","Amelanchier alnifolia","Okanagan",129,"UBC","",51.019833,-121.572167,"Canada","","NA0568","British Columbia",c(-121.572167, 51.019833),"Fruits/Berries","Saskatoon"
"592","Amelanchier alnifolia","Okanagan",130,"UBC","",51.019833,-121.572167,"Canada","","NA0568","British Columbia",c(-121.572167, 51.019833),"Fruits/Berries","Saskatoon"
"593","Amelanchier alnifolia","Okanagan",131,"UBC","",51.019833,-121.572167,"Canada","","NA0568","British Columbia",c(-121.572167, 51.019833),"Fruits/Berries","Saskatoon"
"594","Amelanchier alnifolia","Okanagan",132,"UBC","",51.019833,-121.572167,"Canada","","NA0568","British Columbia",c(-121.572167, 51.019833),"Fruits/Berries","Saskatoon"
"595","Amelanchier alnifolia","Okanagan",151,"UBC","",51.019833,-121.572167,"Canada","","NA0568","British Columbia",c(-121.572167, 51.019833),"Fruits/Berries","Saskatoon"
"596","Amelanchier alnifolia","Pacific Northwest Coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"597","Amelanchier alnifolia","Alaska Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"598","Amelanchier alnifolia","S.E. Alaska - B.C. Coastal Forest And Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"599","Amelanchier alnifolia","North Cascades",144,"UBC","",50.54458,-123.12627,"Canada","","NA0514","British Columbia",c(-123.12627, 50.54458),"Fruits/Berries","Saskatoon"
"600","Amelanchier alnifolia","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"601","Amelanchier alnifolia","Taiga Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"602","Amelanchier arborea","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"603","Amelanchier arborea","Great Lakes",834,"University of Guelph Arboretum","",43.58869535,-80.20347863,"Canada",NA,"NA0404","Ontario",c(-80.20347863, 43.58869535),"Fruits/Berries","Saskatoon"
"604","Amelanchier arborea","Great Lakes",836,"University of Guelph Arboretum","",43.55299366,-80.12347761,"Canada",NA,"NA0404","Ontario",c(-80.12347761, 43.55299366),"Fruits/Berries","Saskatoon"
"605","Amelanchier arborea","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"606","Amelanchier arborea","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"607","Amelanchier arborea","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"608","Amelanchier bartramiana","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"609","Amelanchier bartramiana","Boreal Shield",854,"University of Guelph Arboretum","bartramiana",48.98083032,-57.75577114,"Canada",NA,"NA0604","Newfoundland and Labrador",c(-57.75577114, 48.98083032),"Fruits/Berries","Saskatoon"
"610","Amelanchier bartramiana","Eastern Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"611","Amelanchier bartramiana","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"612","Amelanchier bartramiana","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"613","Amelanchier bartramiana","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"614","Amelanchier bartramiana","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"615","Amelanchier canadensis","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"616","Amelanchier canadensis","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"617","Amelanchier canadensis","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"618","Amelanchier canadensis","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"619","Amelanchier humilis","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"620","Amelanchier humilis","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"621","Amelanchier humilis","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"622","Amelanchier humilis","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"623","Amelanchier humilis","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"624","Amelanchier humilis","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"625","Amelanchier humilis","Eastern Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"626","Amelanchier intermedia","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"627","Amelanchier intermedia","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"628","Amelanchier intermedia","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"629","Amelanchier intermedia","Great Lakes",891,"University of Guelph Arboretum","",44.95087218,-81.12043211,"Canada",NA,"NA0404","Ontario",c(-81.12043211, 44.95087218),"Fruits/Berries","Saskatoon"
"630","Amelanchier laevis","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"631","Amelanchier laevis","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"632","Amelanchier laevis","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"633","Amelanchier laevis","Northern Appalachian / Acadian",929,"University of Guelph Arboretum","",44.02754866,-65.92494911,"Canada",NA,"NA0411","Nova Scotia",c(-65.92494911, 44.02754866),"Fruits/Berries","Saskatoon"
"634","Amelanchier laevis","Northern Appalachian / Acadian",933,"University of Guelph Arboretum","",44.02754866,-65.92494911,"Canada",NA,"NA0411","Nova Scotia",c(-65.92494911, 44.02754866),"Fruits/Berries","Saskatoon"
"635","Amelanchier laevis","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"636","Amelanchier stolonifera","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"637","Amelanchier stolonifera","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"638","Amelanchier stolonifera","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"639","Amelanchier stolonifera","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"640","Amelanchier stolonifera","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"641","Amelanchier stolonifera","Eastern Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"642","Amelanchier stolonifera","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Saskatoon"
"643","Andropogon gerardii","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"644","Andropogon gerardii","Northern Tallgrass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"645","Andropogon gerardii","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"646","Andropogon gerardii","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"647","Andropogon gerardii","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"648","Andropogon gerardii","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"649","Andropogon gerardii","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"650","Andropogon gerardii","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"651","Andropogon hallii","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluestem"
"652","Asimina triloba","Great Lakes",949,"University of Guelph Arboretum","",42.42175247,-82.10855887,"Canada",NA,"NA0404","Ontario",c(-82.10855887, 42.42175247),"Fruits/Berries","Pawpaw"
"653","Asimina triloba","Great Lakes",953,"University of Guelph Arboretum","",42.42175247,-82.10855887,"Canada",NA,"NA0404","Ontario",c(-82.10855887, 42.42175247),"Fruits/Berries","Pawpaw"
"654","Asimina triloba","Great Lakes",954,"University of Guelph Arboretum","",42.96599664,-82.16732913,"Canada",NA,"NA0404","Ontario",c(-82.16732913, 42.96599664),"Fruits/Berries","Pawpaw"
"655","Asimina triloba","Great Lakes",956,"University of Guelph Arboretum","",42.06421503,-82.69697296,"Canada",NA,"NA0404","Ontario",c(-82.69697296, 42.06421503),"Fruits/Berries","Pawpaw"
"656","Asimina triloba","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Fruits/Berries","Pawpaw"
"657","Astragalus agrestis","Boreal Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"658","Astragalus agrestis","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"659","Astragalus agrestis","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"660","Astragalus agrestis","Northern Tallgrass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"661","Astragalus agrestis","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"662","Astragalus agrestis","Taiga Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"663","Astragalus agrestis","Okanagan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"664","Astragalus agrestis","Montane Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"665","Astragalus agrestis","Fescue-Mixed Grass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"666","Astragalus agrestis","Northern Great Plains Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"667","Astragalus agrestis","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"668","Astragalus agrestis","Western Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"669","Astragalus alpinus","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"670","Astragalus alpinus","Eastern Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"671","Astragalus alpinus","Arctic Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"672","Astragalus alpinus","Southern Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"673","Astragalus alpinus","Northern Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"674","Astragalus alpinus","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"675","Astragalus alpinus","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"676","Astragalus alpinus","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"677","Astragalus alpinus","Boreal Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"678","Astragalus alpinus","Montane Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"679","Astragalus alpinus","S.E. Alaska - B.C. Coastal Forest And Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"680","Astragalus alpinus","Alaska Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"681","Astragalus alpinus","Gulf Of Alaska Mountains And Fjordlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"682","Astragalus alpinus","North Cascades",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"683","Astragalus alpinus","Alaska-Yukon Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"684","Astragalus alpinus","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"685","Astragalus alpinus","Yukon Plateau And Flats",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"686","Astragalus alpinus","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"687","Astragalus alpinus","Taiga Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"688","Astragalus alpinus","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"689","Astragalus americanus","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"690","Astragalus americanus","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"691","Astragalus americanus","Boreal Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"692","Astragalus americanus","Montane Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"693","Astragalus americanus","S.E. Alaska - B.C. Coastal Forest And Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"694","Astragalus americanus","Taiga Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"695","Astragalus americanus","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"696","Astragalus americanus","Western Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"697","Astragalus americanus","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"698","Astragalus americanus","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"699","Astragalus americanus","Yukon Plateau And Flats",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"700","Astragalus americanus","Taiga Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"701","Astragalus beckwithii","Okanagan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"702","Astragalus bisulcatus","Fescue-Mixed Grass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"703","Astragalus bisulcatus","Western Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"704","Astragalus bisulcatus","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"705","Astragalus bisulcatus","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"706","Astragalus bisulcatus","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"707","Astragalus bisulcatus","Northern Great Plains Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"708","Astragalus bodinii","Western Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"709","Astragalus bodinii","Yukon Plateau And Flats",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"710","Astragalus bodinii","Taiga Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"711","Astragalus bodinii","Alaska-Yukon Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"712","Astragalus bodinii","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"713","Astragalus bodinii","Southern Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"714","Astragalus bodinii","Boreal Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"715","Astragalus bodinii","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"716","Astragalus bodinii","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"717","Astragalus bodinii","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"718","Astragalus bourgovii","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"719","Astragalus bourgovii","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"720","Astragalus canadensis","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"721","Astragalus canadensis","Okanagan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"722","Astragalus canadensis","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"723","Astragalus canadensis","Boreal Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"724","Astragalus canadensis","Taiga Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"725","Astragalus canadensis","Fescue-Mixed Grass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"726","Astragalus canadensis","Great Lakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"727","Astragalus canadensis","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"728","Astragalus canadensis","St. Lawrence - Champlain Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"729","Astragalus canadensis","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"730","Astragalus canadensis","Northern Great Plains Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"731","Astragalus canadensis","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"732","Astragalus canadensis","Northern Tallgrass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"733","Astragalus canadensis","Superior Mixed Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"734","Astragalus canadensis","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"735","Astragalus collinus","Okanagan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"736","Astragalus collinus","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"737","Astragalus crassicarpus","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"738","Astragalus crassicarpus","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"739","Astragalus crassicarpus","Fescue-Mixed Grass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"740","Astragalus crassicarpus","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"741","Astragalus crassicarpus","Northern Great Plains Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"742","Astragalus drummondii","Northern Great Plains Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"743","Astragalus drummondii","Fescue-Mixed Grass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"744","Astragalus drummondii","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"745","Astragalus drummondii","Canadian Rocky Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"746","Astragalus eucosmus","Southern Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"747","Astragalus eucosmus","Eastern Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"748","Astragalus eucosmus","Northern Arctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"749","Astragalus eucosmus","Arctic Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"750","Astragalus eucosmus","Boreal Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"751","Astragalus eucosmus","Yukon Plateau And Flats",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"752","Astragalus eucosmus","Boreal Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"753","Astragalus eucosmus","Boreal Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"754","Astragalus eucosmus","Taiga Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"755","Astragalus eucosmus","Taiga Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"756","Astragalus eucosmus","Northern Appalachian / Acadian",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"757","Astragalus eucosmus","Fescue-Mixed Grass Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"758","Astragalus eucosmus","Hudson Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"759","Astragalus eucosmus","Western Taiga Shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
"760","Astragalus eucosmus","Aspen Parkland",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Legumes","Milk vetch"
