"","species","province","X","garden","variant","latitude","longitude","country","IUCNRedList","ECO_CODE","ECO_NAME","geometry","Group","crop"
"5275","Larix laricina",NA,2913,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5276","Larix laricina",NA,2914,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5277","Larix laricina",NA,2915,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5278","Larix laricina",NA,2917,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5279","Larix laricina",NA,2918,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5280","Larix laricina",NA,2919,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5281","Larix laricina",NA,2920,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5282","Larix laricina",NA,2921,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5283","Larix laricina",NA,2922,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5284","Larix laricina",NA,2923,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5285","Larix laricina",NA,2926,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5286","Larix laricina",NA,2927,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5287","Larix laricina",NA,2929,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5288","Larix laricina",NA,2930,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5289","Larix laricina",NA,2931,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5290","Larix laricina",NA,2932,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5291","Larix laricina",NA,2933,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5292","Larix laricina",NA,2934,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5293","Larix laricina",NA,2935,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5294","Larix laricina",NA,2938,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5295","Larix laricina",NA,2940,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5296","Larix laricina",NA,2943,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5297","Larix laricina",NA,2944,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5298","Larix laricina",NA,2945,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5299","Larix laricina",NA,2946,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5300","Larix laricina",NA,2947,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5301","Larix laricina",NA,2950,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5302","Larix laricina",NA,2951,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5303","Larix laricina",NA,2957,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5304","Larix laricina",NA,2958,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5305","Larix laricina",NA,2959,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5306","Larix laricina",NA,2961,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5307","Larix laricina",NA,2964,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5308","Larix laricina",NA,2966,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5309","Larix laricina",NA,2968,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5310","Larix laricina",NA,2970,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5311","Larix laricina",NA,2971,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5312","Larix laricina",NA,2972,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5313","Larix laricina",NA,2973,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5314","Larix laricina",NA,2981,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5315","Larix laricina",NA,2982,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5316","Larix laricina",NA,2983,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5317","Larix laricina",NA,2985,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5318","Larix laricina",NA,2986,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5319","Larix laricina",NA,2989,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Larch"
"5320","Malus coronaria",NA,3030,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Apple"
"5321","Malus coronaria",NA,3031,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Apple"
"5322","Malus coronaria",NA,3033,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Apple"
"5323","Malus coronaria",NA,3035,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Apple"
"5324","Morus rubra",NA,3036,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5325","Morus rubra",NA,3037,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5326","Morus rubra",NA,3038,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5327","Morus rubra",NA,3039,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5328","Morus rubra",NA,3040,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5329","Morus rubra",NA,3041,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5330","Morus rubra",NA,3042,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5331","Morus rubra",NA,3043,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5332","Morus rubra",NA,3044,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5333","Morus rubra",NA,3046,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5334","Morus rubra",NA,3047,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5335","Morus rubra",NA,3048,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5336","Morus rubra",NA,3049,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Mulberry"
"5337","Picea glauca",NA,3050,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5338","Picea glauca",NA,3051,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5339","Picea glauca",NA,3052,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5340","Picea glauca",NA,3053,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5341","Picea glauca",NA,3054,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5342","Picea glauca",NA,3055,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5343","Picea glauca",NA,3056,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5344","Picea glauca",NA,3057,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5345","Picea glauca",NA,3058,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5346","Picea glauca",NA,3059,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5347","Picea glauca",NA,3060,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5348","Picea glauca",NA,3061,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5349","Picea glauca",NA,3062,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5350","Picea glauca",NA,3063,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5351","Picea glauca",NA,3064,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5352","Picea glauca",NA,3065,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5353","Picea glauca",NA,3066,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5354","Picea glauca",NA,3067,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5355","Picea glauca",NA,3068,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5356","Picea glauca",NA,3069,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5357","Picea glauca",NA,3070,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5358","Picea glauca",NA,3071,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5359","Picea glauca",NA,3072,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5360","Picea glauca",NA,3073,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5361","Picea glauca",NA,3074,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5362","Picea glauca",NA,3075,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5363","Picea glauca",NA,3076,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5364","Picea glauca",NA,3077,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5365","Picea glauca",NA,3078,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5366","Picea glauca",NA,3079,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5367","Picea glauca",NA,3080,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5368","Picea glauca",NA,3081,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5369","Picea glauca",NA,3082,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5370","Picea glauca",NA,3083,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5371","Picea glauca",NA,3084,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5372","Picea glauca",NA,3085,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5373","Picea glauca",NA,3086,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5374","Picea glauca",NA,3087,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5375","Picea glauca",NA,3088,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5376","Picea glauca",NA,3089,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5377","Picea glauca",NA,3090,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5378","Picea glauca",NA,3091,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5379","Picea glauca",NA,3092,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5380","Picea glauca",NA,3093,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5381","Picea glauca",NA,3094,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5382","Picea glauca",NA,3095,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5383","Picea glauca",NA,3096,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5384","Picea glauca",NA,3097,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5385","Picea glauca",NA,3098,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5386","Picea glauca",NA,3099,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5387","Picea glauca",NA,3100,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5388","Picea glauca",NA,3101,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5389","Picea glauca",NA,3102,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5390","Picea glauca",NA,3103,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5391","Picea glauca",NA,3104,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5392","Picea glauca",NA,3105,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5393","Picea glauca",NA,3106,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5394","Picea glauca",NA,3107,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5395","Picea glauca",NA,3108,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5396","Picea glauca",NA,3109,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5397","Picea glauca",NA,3110,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5398","Picea glauca",NA,3111,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5399","Picea glauca",NA,3112,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5400","Picea glauca",NA,3113,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5401","Picea glauca",NA,3114,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5402","Picea glauca",NA,3115,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5403","Picea glauca",NA,3116,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5404","Picea glauca",NA,3117,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5405","Picea glauca",NA,3118,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5406","Picea glauca",NA,3119,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5407","Picea glauca",NA,3120,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5408","Picea glauca",NA,3121,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5409","Picea glauca",NA,3122,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5410","Picea glauca",NA,3123,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5411","Picea glauca",NA,3124,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5412","Picea glauca",NA,3125,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5413","Picea glauca",NA,3126,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5414","Picea glauca",NA,3127,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5415","Picea glauca",NA,3128,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5416","Picea glauca",NA,3129,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5417","Picea glauca",NA,3130,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5418","Picea glauca",NA,3131,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5419","Picea glauca",NA,3132,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5420","Picea glauca",NA,3133,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5421","Picea glauca",NA,3134,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5422","Picea glauca",NA,3135,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5423","Picea glauca",NA,3136,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5424","Picea glauca",NA,3137,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5425","Picea glauca",NA,3138,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5426","Picea glauca",NA,3139,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5427","Picea glauca",NA,3140,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5428","Picea glauca",NA,3141,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5429","Picea glauca",NA,3142,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5430","Picea glauca",NA,3143,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5431","Picea glauca",NA,3144,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5432","Picea glauca",NA,3145,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5433","Picea glauca",NA,3146,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5434","Picea glauca",NA,3147,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5435","Picea glauca",NA,3148,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5436","Picea glauca",NA,3149,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5437","Picea glauca",NA,3150,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5438","Picea glauca",NA,3151,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5439","Picea glauca",NA,3152,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5440","Picea glauca",NA,3153,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5441","Picea glauca",NA,3154,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5442","Picea glauca",NA,3155,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5443","Picea glauca",NA,3156,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5444","Picea glauca",NA,3157,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5445","Picea glauca",NA,3158,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5446","Picea glauca",NA,3159,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5447","Picea glauca",NA,3160,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5448","Picea glauca",NA,3161,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5449","Picea glauca",NA,3162,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5450","Picea glauca",NA,3163,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5451","Picea glauca",NA,3164,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5452","Picea glauca",NA,3165,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5453","Picea glauca",NA,3166,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5454","Picea glauca",NA,3167,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5455","Picea glauca",NA,3168,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5456","Picea glauca",NA,3169,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5457","Picea glauca",NA,3170,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5458","Picea glauca",NA,3171,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5459","Picea glauca",NA,3172,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5460","Picea glauca",NA,3173,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5461","Picea glauca",NA,3174,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5462","Picea glauca",NA,3175,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5463","Picea glauca",NA,3176,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5464","Picea glauca",NA,3177,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5465","Picea glauca",NA,3178,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5466","Picea glauca",NA,3179,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5467","Picea glauca",NA,3180,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5468","Picea glauca",NA,3181,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5469","Picea glauca",NA,3182,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5470","Picea glauca",NA,3183,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5471","Picea glauca",NA,3184,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
"5472","Picea glauca",NA,3185,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Spruce"
