"","species","province","X","garden","variant","latitude","longitude","country","IUCNRedList","ECO_CODE","ECO_NAME","geometry","Group","crop"
"1836","Pinus strobus","Ontario",5118,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1837","Pinus strobus","Ontario",5121,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1838","Pinus strobus","Ontario",5122,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1839","Pinus strobus","Ontario",5125,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1840","Pinus strobus","Ontario",5126,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1841","Pinus strobus","Ontario",5129,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1842","Pinus strobus","Ontario",5130,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1843","Pinus strobus","Ontario",5144,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1844","Pinus strobus","Ontario",5159,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1845","Pinus strobus","Ontario",5168,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1846","Pinus strobus","Ontario",5171,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1847","Pinus strobus","Ontario",5173,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1848","Pinus strobus","Ontario",5174,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1849","Pinus strobus","Ontario",5183,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1850","Pinus strobus","Ontario",5187,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1851","Pinus strobus","Ontario",5204,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1852","Pinus strobus","Ontario",5210,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1853","Pinus strobus","Ontario",5213,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1854","Pinus strobus","Ontario",5215,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1855","Pinus strobus","Ontario",5222,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1856","Pinus strobus","Ontario",5224,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1857","Pinus strobus","Ontario",5225,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1858","Pinus strobus","Ontario",5226,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1859","Pinus strobus","Ontario",5229,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1860","Pinus strobus","Ontario",5233,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1861","Pinus strobus","Ontario",5238,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1862","Pinus strobus","Ontario",5239,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1863","Pinus strobus","Ontario",5242,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1864","Pinus strobus","Ontario",5243,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1865","Pinus strobus","Ontario",5248,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1866","Pinus strobus","Ontario",5252,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1867","Pinus strobus","Ontario",5255,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1868","Pinus strobus","Ontario",5259,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1869","Pinus strobus","Ontario",5260,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1870","Pinus strobus","Ontario",5261,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1871","Pinus strobus","Ontario",5262,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1872","Pinus strobus","Ontario",5263,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1873","Pinus strobus","Ontario",5265,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1874","Pinus strobus","Ontario",5266,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1875","Pinus strobus","Ontario",5269,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1876","Pinus strobus","Ontario",5270,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1877","Pinus strobus","Ontario",5272,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1878","Pinus strobus","Ontario",5274,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1879","Pinus strobus","Ontario",5279,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1880","Pinus strobus","Ontario",5280,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1881","Pinus strobus","Ontario",5282,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1882","Pinus strobus","Ontario",5283,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1883","Pinus strobus","Ontario",5286,"University of Guelph Arboretum","",43.58565667,-80.15644844,"Canada",NA,"NA0404","Great Lakes",c(-80.15644844, 43.58565667),"Trees","Pine"
"1884","Pinus strobus","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Pine"
"1885","Pinus strobus","Quebec",529,"Montreal Botanical Garden","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"1886","Pinus strobus","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Pine"
"1887","Pinus strobus","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Pine"
"1888","Pinus strobus","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Pine"
"1889","Pinus strobus","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Pine"
"1890","Pinus strobus","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Pine"
"1891","Poa abbreviata","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1892","Poa abbreviata","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1893","Poa abbreviata","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1894","Poa abbreviata","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1895","Poa abbreviata","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1896","Poa abbreviata","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1897","Poa abbreviata","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1898","Poa alpina","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1899","Poa alpina","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1900","Poa alpina","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1901","Poa alpina","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1902","Poa alpina","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1903","Poa alpina","Quebec",567,"Montreal Botanical Garden","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1904","Poa alpina","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1905","Poa alpina","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1906","Poa alpina","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1907","Poa alsodes","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1908","Poa alsodes","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1909","Poa alsodes","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1910","Poa alsodes","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1911","Poa alsodes","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1912","Poa arida","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1913","Poa arida","Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1914","Poa arida","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1915","Poa arida","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1916","Poa confinis","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1917","Poa cusickii","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1918","Poa cusickii","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1919","Poa cusickii","Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1920","Poa cusickii","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1921","Poa cusickii","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1922","Poa gaspensis","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1923","Poa hartzii","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1924","Poa hartzii","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1925","Poa hartzii","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1926","Poa howellii","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1927","Poa juncifolia","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1928","Poa juncifolia","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1929","Poa juncifolia","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1930","Poa laxa","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1931","Poa leptocoma","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1932","Poa leptocoma","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1933","Poa leptocoma","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1934","Poa leptocoma","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1935","Poa macrantha","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1936","Poa marcida","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1937","Poa nemoralis","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1938","Poa nemoralis","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1939","Poa nemoralis","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1940","Poa nemoralis","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1941","Poa nemoralis","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1942","Poa nemoralis","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1943","Poa nemoralis","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1944","Poa nemoralis","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1945","Poa nemoralis","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1946","Poa nemoralis","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1947","Poa nemoralis","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1948","Poa nervosa","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1949","Poa nervosa","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1950","Poa nervosa","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1951","Poa occidentalis","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1952","Poa palustris","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1953","Poa palustris","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1954","Poa palustris","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1955","Poa palustris","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1956","Poa palustris","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1957","Poa palustris","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1958","Poa palustris","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1959","Poa palustris","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1960","Poa palustris","Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1961","Poa palustris","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1962","Poa palustris","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1963","Poa palustris","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1964","Poa pattersonii","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1965","Poa pattersonii","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1966","Poa pattersonii","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1967","Poa pattersonii","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1968","Poa pratensis","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1969","Poa pratensis","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1970","Poa pratensis","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1971","Poa pratensis","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1972","Poa pratensis","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1973","Poa pratensis","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1974","Poa pratensis","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1975","Poa pratensis","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1976","Poa pratensis","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1977","Poa pratensis","Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1978","Poa pratensis","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1979","Poa pratensis","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1980","Poa pratensis","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1981","Poa saltuensis","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1982","Poa saltuensis","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1983","Poa saltuensis","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1984","Poa saltuensis","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1985","Poa saltuensis","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1986","Poa saltuensis","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1987","Poa stenantha","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1988","Poa stenantha","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1989","Poa stenantha","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1990","Poa stenantha","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1991","Poa trivialis","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1992","Poa trivialis","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1993","Poa trivialis","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1994","Poa trivialis","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1995","Poa trivialis","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1996","Poa trivialis","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1997","Poa trivialis","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1998","Poa trivialis","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Grasses","Bluegrass"
"1999","Populus angustifolia","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2000","Populus balsamifera","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2001","Populus balsamifera","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2002","Populus balsamifera","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2003","Populus balsamifera","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2004","Populus balsamifera","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2005","Populus balsamifera","Northwest Territories",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2006","Populus balsamifera","Newfoundland and Labrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2007","Populus balsamifera","Nunavut",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2008","Populus balsamifera","Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2009","Populus balsamifera","Nova Scotia",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2010","Populus balsamifera","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2011","Populus balsamifera","New Brunswick",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2012","Populus balsamifera","Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2013","Populus deltoides","Ontario",5294,"University of Guelph Arboretum"," deltoides",42.84872269,-82.34991903,"Canada",NA,"NA0404","Great Lakes",c(-82.34991903, 42.84872269),"Trees","Poplar"
"2014","Populus deltoides","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2015","Populus deltoides","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2016","Populus deltoides","Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2017","Populus deltoides","Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2018","Populus deltoides","Prince Edward Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2019","Populus grandidentata","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Poplar"
"2020","Populus grandidentata","Ontario",5311,"University of Guelph Arboretum","",43.5454794,-80.20404791,"Canada",NA,"NA0404","Great Lakes",c(-80.20404791, 43.5454794),"Trees","Poplar"
"2021","Populus grandidentata","Ontario",5315,"University of Guelph Arboretum","",43.21203617,-81.95041405,"Canada",NA,"NA0404","Great Lakes",c(-81.95041405, 43.21203617),"Trees","Poplar"
