CROP,CROP.WILD.RELATIVE,GENEPOOL,GRAFTSTOCK,TRAIT,ONTOLOGY,BREEDING.TYPE
Wheat,Elymus wiegandii,Tertiary,,,NA,
Wheat,Leymus ambiguus,Tertiary,,,NA,
Wheat,Leymus salina subsp. mojavensis,Tertiary,,,NA,
Wheat,Elymus trachycaulus subsp. subsecundus,Tertiary,,,NA,
Wheat,Elymus lanceolatus subsp. lanceolatus,Tertiary,,,NA,
Wheat,Leymus salina subsp. salina,Tertiary,,,NA,
Wheat,Leymus salina subsp. salmonis,Tertiary,,,NA,
Wheat,Leymus simplex,Tertiary,,,NA,
Wheat,Leymus flavescens,Tertiary,,,NA,
Wheat,Elymus glaucus subsp. glaucus,Tertiary,,,NA,
Wheat,Elymus wawawaiensis,Tertiary,,,NA,
Wheat,Elymus lanceolatus subsp. psammophilus,Tertiary,,,NA,
Wheat,Elymus elymoides subsp. elymoides,Tertiary,,,NA,
Wheat,Elymus elymoides subsp. brevifolius,Tertiary,,,NA,
Wheat,Elymus elymoides subsp. californicus,Tertiary,,,NA,
Wheat,Elymus elymoides subsp. hordeoides,Tertiary,,,NA,
Wheat,Elymus multisetus,Tertiary,,,NA,
Wheat,Elymus glaucus subsp. virescens,Tertiary,,,NA,
Wheat,Leymus ajanensis,Tertiary,,,NA,
Wheat,Elymus lanceolatus subsp. riparius,Tertiary,,,NA,
Wheat,Leymus californicus,Tertiary,,,NA,
Wheat,Elymus macgregorii ,Tertiary,,,NA,
Wheat,Elymus glabriflorus,Tertiary,,,NA,
Wheat,Elymus riparius,Tertiary,,,NA,
Wheat,Elymus glaucus subsp. mackenziei,Tertiary,,,NA,
Wheat,Elymus hirsutus,Tertiary,,,NA,
Wheat,Elymus violaceus,Tertiary,,,NA,
Wheat,Elymus albicans,Tertiary,,,NA,
Wheat,Leymus mollis subsp. mollis,Tertiary,,,NA,
Wheat,Leymus mollis subsp. villosissimus ,Tertiary,,,NA,
Wheat,Elymus alaskanus,Tertiary,,,NA,
Wheat,Elymus glabriflorus var. australis,Tertiary,,,NA,
Wheat,Elymus glabriflorus var. glabriflorus,Tertiary,,,NA,
Wheat,Elymus stebbinsii,Tertiary,,,NA,
Wheat,Elymus stebbinsii subsp. septentrionalis,Tertiary,,,NA,
Wheat,Elymus stebbinsii subsp. stebbinsii,Tertiary,,,NA,
Witch-Hazel,Hamamelis virginiana,,Graftstock,,NA,
Yerba Mate,Ilex repanda,Tertiary,,,NA,
