"","garden","crop","species","variant","latitude","longitude","country","province","IUCNRedList"
"2331","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2332","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2333","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","43.46247333","-80.18041433","Canada","NA","NA"
"2334","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2335","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2336","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2337","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2338","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2339","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2340","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2341","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2342","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2343","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2344","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2345","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2346","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2347","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2348","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2349","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2350","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","43.46247333","-80.18041433","Canada","NA","NA"
"2351","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2352","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","41.75867758","-82.65040509","Canada","NA","NA"
"2353","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2354","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2355","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2356","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2357","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2358","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2359","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2360","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2361","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2362","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2363","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2364","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2365","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2366","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2367","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2368","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2369","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","43.46247333","-80.18041433","Canada","NA","NA"
"2370","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2371","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2372","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2373","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2374","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2375","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2376","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2377","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2378","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2379","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2380","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2381","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2382","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2383","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2384","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2385","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2386","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2387","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2388","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2389","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2390","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2391","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2392","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2393","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","41.75867758","-82.65040509","Canada","NA","NA"
"2394","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","41.75867758","-82.65040509","Canada","NA","NA"
"2395","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2396","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2397","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2398","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2399","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2400","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2401","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2402","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2403","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2404","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","43.46247333","-80.18041433","Canada","NA","NA"
"2405","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2406","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2407","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2408","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2409","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2410","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2411","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2412","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2413","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2414","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2415","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2416","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2417","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2418","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2419","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","","","Canada","NA","NA"
"2420","University of Guelph Arboretum","Ash","Fraxinus pennsylvanica","","43.46247333","-80.18041433","Canada","NA","NA"
"2421","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.807705","-82.68537","Canada","NA","NA"
"2422","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.696535","-81.615321","Canada","NA","NA"
"2423","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.820324","-81.834295","Canada","NA","NA"
"2424","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.724114","-81.931938","Canada","NA","NA"
"2425","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.746147","-82.342804","Canada","NA","NA"
"2426","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.693827","-81.616515","Canada","NA","NA"
"2427","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.696535","-81.615321","Canada","NA","NA"
"2428","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.696535","-81.615321","Canada","NA","NA"
"2429","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.696535","-81.615321","Canada","NA","NA"
"2430","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.696535","-81.615321","Canada","NA","NA"
"2431","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.807705","-82.68537","Canada","NA","NA"
"2432","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.724114","-81.931938","Canada","NA","NA"
"2433","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.696535","-81.615321","Canada","NA","NA"
"2434","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.701951","-81.612933","Canada","NA","NA"
"2435","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.70463991","-81.61540113","Canada","NA","NA"
"2436","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","","","Canada","NA","NA"
"2437","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.901858","-81.415248","Canada","NA","NA"
"2438","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.807705","-82.68537","Canada","NA","NA"
"2439","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.745232","-82.344006","Canada","NA","NA"
"2440","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.733226","-82.672719","Canada","NA","NA"
"2441","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.724114","-81.931938","Canada","NA","NA"
"2442","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.710784","-81.05251","Canada","NA","NA"
"2443","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.693827","-81.616515","Canada","NA","NA"
"2444","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.801114","-82.643068","Canada","NA","NA"
"2445","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.701951","-81.612933","Canada","NA","NA"
"2446","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","","","Canada","NA","NA"
"2447","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.901858","-81.415248","Canada","NA","NA"
"2448","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.757411","-82.675633","Canada","NA","NA"
"2449","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.733226","-82.672719","Canada","NA","NA"
"2450","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.813125","-82.684308","Canada","NA","NA"
"2451","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.692327","-82.40024","Canada","NA","NA"
"2452","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.70464","-81.615401","Canada","NA","NA"
"2453","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.70464","-81.615401","Canada","NA","NA"
"2454","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.693827","-81.616515","Canada","NA","NA"
"2455","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.824809","-81.836802","Canada","NA","NA"
"2456","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.692327","-82.40024","Canada","NA","NA"
"2457","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","","","","NA","NA"
"2458","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.820324","-81.834295","Canada","NA","NA"
"2459","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","","","Canada","NA","NA"
"2460","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.824809","-81.836802","Canada","NA","NA"
"2461","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.692327","-82.40024","Canada","NA","NA"
"2462","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","","","United States of America","NA","NA"
"2463","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.724114","-81.931938","Canada","NA","NA"
"2464","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.70464","-81.615401","Canada","NA","NA"
"2465","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.724114","-81.931938","Canada","NA","NA"
"2466","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.701951","-81.612933","Canada","NA","NA"
"2467","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.824809","-81.836802","Canada","NA","NA"
"2468","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","41.757411","-82.675633","Canada","NA","NA"
"2469","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.710784","-81.05251","Canada","NA","NA"
"2470","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.692327","-82.40024","Canada","NA","NA"
"2471","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.710784","-81.05251","Canada","NA","NA"
"2472","University of Guelph Arboretum","Ash","Fraxinus quadrangulata","","42.701951","-81.612933","Canada","NA","NA"
"2473","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","","","","NA","NA"
"2474","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","","","Canada","NA","NA"
"2475","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","","","","NA","NA"
"2476","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2477","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2478","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","43.04120015","-79.35736807","Canada","NA","NA"
"2479","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2480","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2481","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2482","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2483","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2484","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2485","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2486","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2487","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2488","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2489","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","","","Canada","NA","NA"
"2490","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","","","Canada","NA","NA"
"2491","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2492","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2493","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2494","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.84441723","-79.09459346","Canada","NA","NA"
"2495","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.55724787","-81.55669758","Canada","NA","NA"
"2496","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.55724787","-81.55669758","Canada","NA","NA"
"2497","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.55724787","-81.55669758","Canada","NA","NA"
"2498","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.55724787","-81.55669758","Canada","NA","NA"
"2499","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.55724787","-81.55669758","Canada","NA","NA"
"2500","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.565007","-81.623773","Canada","NA","NA"
"2501","University of Guelph Arboretum","Witch Hazel","Hamamelis virginiana","","42.565007","-81.623773","Canada","NA","NA"
"2502","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2503","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.05808778","-82.74515042","Canada","NA","NA"
"2504","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.05808778","-82.74515042","Canada","NA","NA"
"2505","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.05808778","-82.74515042","Canada","NA","NA"
"2506","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2507","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2508","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2509","University of Guelph Arboretum","Walnut","Juglans cinerea","George Elmer'","","","Canada","NA","NA"
"2510","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.05808778","-82.74515042","Canada","NA","NA"
"2511","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2512","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.05808778","-82.74515042","Canada","NA","NA"
"2513","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.05808778","-82.74515042","Canada","NA","NA"
"2514","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2515","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2516","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2517","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2518","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2519","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2520","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2521","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2522","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2523","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2524","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2525","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2526","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2527","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2528","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2529","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2530","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2531","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2532","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2533","University of Guelph Arboretum","Walnut","Juglans cinerea","Craxezy'","","","Canada","NA","NA"
"2534","University of Guelph Arboretum","Walnut","Juglans cinerea","","42.5641","-81.624983","Canada","NA","NA"
"2535","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2536","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2537","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.18838178","-81.8675951","Canada","NA","NA"
"2538","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2539","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2540","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2541","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2542","University of Guelph Arboretum","Walnut","Juglans cinerea","","43.2232233","-79.98907731","Canada","NA","NA"
"2543","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2544","University of Guelph Arboretum","Walnut","Juglans cinerea","","","","Canada","NA","NA"
"2545","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2546","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2547","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2548","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2549","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2550","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2551","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2552","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2553","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2554","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2555","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2556","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2557","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2558","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2559","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2560","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2561","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2562","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2563","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2564","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2565","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2566","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2567","University of Guelph Arboretum","Walnut","Juglans nigra","","42.1209944","-83.07712394","Canada","NA","NA"
"2568","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2569","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2570","University of Guelph Arboretum","Walnut","Juglans nigra","","42.1209944","-83.07712394","Canada","NA","NA"
"2571","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2572","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2573","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2574","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2575","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2576","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2577","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2578","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2579","University of Guelph Arboretum","Walnut","Juglans nigra","","","","","NA","NA"
"2580","University of Guelph Arboretum","Walnut","Juglans nigra","","42.1209944","-83.07712394","Canada","NA","NA"
"2581","University of Guelph Arboretum","Walnut","Juglans nigra","","42.1209944","-83.07712394","Canada","NA","NA"
"2582","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2583","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2584","University of Guelph Arboretum","Walnut","Juglans nigra","","42.1209944","-83.07712394","Canada","NA","NA"
"2585","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2586","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2587","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2588","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2589","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2590","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2591","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2592","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2593","University of Guelph Arboretum","Walnut","Juglans nigra","","42.01015687","-82.87184508","Canada","NA","NA"
"2594","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2595","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2596","University of Guelph Arboretum","Walnut","Juglans nigra","","43.14176072","-81.54229669","Canada","NA","NA"
"2597","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2598","University of Guelph Arboretum","Walnut","Juglans nigra","","","","","NA","NA"
"2599","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2600","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2601","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2602","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2603","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2604","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2605","University of Guelph Arboretum","Walnut","Juglans nigra","","42.01015687","-82.87184508","Canada","NA","NA"
"2606","University of Guelph Arboretum","Walnut","Juglans nigra","","","","Canada","NA","NA"
"2607","University of Guelph Arboretum","Walnut","Juglans nigra","","42.01015687","-82.87184508","Canada","NA","NA"
"2608","University of Guelph Arboretum","Walnut","Juglans nigra","","43.14557142","-79.11846591","Canada","NA","NA"
