"","garden","crop","species","variant","latitude","longitude","country","province","IUCNRedList"
"110","Royal Botanical Garden","Hickory","Carya cordiformis","",".",".","","","NA"
"111","Royal Botanical Garden","Hickory","Carya cordiformis","",".",".","","","NA"
"112","Royal Botanical Garden","Hickory","Carya ovata","",".",".","","","NA"
"113","Royal Botanical Garden","Hickory","Carya ovata","",".",".","Canada","Ontario","NA"
"114","Royal Botanical Garden","Hickory","Carya ovata","",".",".","","","NA"
"115","Royal Botanical Garden","Chestnut","Castanea dentata","","43.22069","-80.02657","Canada","Ontario","NA"
"116","Royal Botanical Garden","Ornamental Hackberry","Celtis occidentalis","",".",".","","","NA"
"117","Royal Botanical Garden","Ornamental Hackberry","Celtis occidentalis","",".",".","","","NA"
"118","Royal Botanical Garden","Ornamental Hackberry","Celtis occidentalis","",".",".","","","NA"
"119","Royal Botanical Garden","Ornamental Hackberry","Celtis occidentalis","",".",".","","","NA"
"120","Royal Botanical Garden","Ornamental Hackberry","Celtis occidentalis","",".",".","","","NA"
"121","Royal Botanical Garden","Hazelnut","Corylus americana","",".",".","","","NA"
"122","Royal Botanical Garden","Hazelnut","Corylus cornuta"," cornuta",".",".","","","NA"
"123","Royal Botanical Garden","Wild Rye","Elymus canadensis","",".",".","","","NA"
"124","Royal Botanical Garden","Wild Rye","Elymus hystrix","",".",".","","","NA"
"125","Royal Botanical Garden","Beech","Fagus grandifolia","",".",".","","","NA"
"126","Royal Botanical Garden","Beech","Fagus grandifolia","",".",".","","","NA"
"127","Royal Botanical Garden","Beech","Fagus grandifolia","",".",".","","","NA"
"128","Royal Botanical Garden","Strawberry","Fragaria vesca","",".",".","","","NA"
"129","Royal Botanical Garden","Ash","Fraxinus americana","",".",".","","","NA"
"130","Royal Botanical Garden","Ash","Fraxinus americana","Manitou'",".",".","","","NA"
"131","Royal Botanical Garden","Ash","Fraxinus americana","Kleinburg'",".",".","","","NA"
"132","Royal Botanical Garden","Ash","Fraxinus americana","Manitou'",".",".","","","NA"
"133","Royal Botanical Garden","Ash","Fraxinus nigra","",".",".","","","NA"
"134","Royal Botanical Garden","Ash","Fraxinus pennsylvanica","",".",".","","","NA"
"135","Royal Botanical Garden","Ash","Fraxinus pennsylvanica","",".",".","","","NA"
"136","Royal Botanical Garden","Ash","Fraxinus quadrangulata","",".",".","Canada","Ontario","NA"
"137","Royal Botanical Garden","Ash","Fraxinus quadrangulata","",".",".","","","NA"
"138","Royal Botanical Garden","Ash","Fraxinus quadrangulata","",".",".","","","NA"
"139","Royal Botanical Garden","Ash","Fraxinus quadrangulata","",".",".","","","NA"
"140","Royal Botanical Garden","Ash","Fraxinus quadrangulata","",".",".","","","NA"
"141","Royal Botanical Garden","Ash","Fraxinus quadrangulata","",".",".","","","NA"
"142","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"143","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"144","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"145","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"146","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"147","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"148","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","Champlin's Red'",".",".","","","NA"
"149","Royal Botanical Garden","Witch Hazel","Hamamelis virginiana","",".",".","","","NA"
"150","Royal Botanical Garden","Sunflower","Helianthus strumosus","",".",".","","","NA"
"151","Royal Botanical Garden","Hop","Humulus lupulus","",".",".","","","NA"
"152","Royal Botanical Garden","Walnut","Juglans cinerea","",".",".","","","NA"
"153","Royal Botanical Garden","Walnut","Juglans nigra","",".",".","","","NA"
"154","Royal Botanical Garden","Walnut","Juglans nigra","",".",".","","","NA"
"155","Royal Botanical Garden","Walnut","Juglans nigra","",".",".","","","NA"
"156","Royal Botanical Garden","Walnut","Juglans nigra","",".",".","Canada","","NA"
"157","Royal Botanical Garden","Walnut","Juglans nigra","",".",".","","","NA"
"158","Royal Botanical Garden","Larch","Larix laricina","","43.3","-89.43333","United States","Wisconsin","NA"
"159","Royal Botanical Garden","Larch","Larix laricina","",".",".","Canada","Ontario","NA"
"160","Royal Botanical Garden","Larch","Larix laricina","",".",".","","","NA"
"161","Royal Botanical Garden","Magnolia","Magnolia acuminata","",".",".","","","NA"
"162","Royal Botanical Garden","Magnolia","Magnolia acuminata","subcordata 'Miss Honeybee'",".",".","","","NA"
"163","Royal Botanical Garden","Magnolia","Magnolia acuminata","",".",".","","","NA"
"164","Royal Botanical Garden","Magnolia","Magnolia acuminata","",".",".","Canada","","NA"
"165","Royal Botanical Garden","Magnolia","Magnolia acuminata","Koban Dori'",".",".","","","NA"
"166","Royal Botanical Garden","Apple","Malus coronaria","dasycalyx",".",".","","","NA"
"167","Royal Botanical Garden","Mint","Mentha arvensis","piperascens",".",".","","","NA"
"168","Royal Botanical Garden","Monarda","Monarda fistulosa","",".",".","","","NA"
"169","Royal Botanical Garden","Monarda","Monarda fistulosa","",".",".","","","NA"
"170","Royal Botanical Garden","Monarda","Monarda fistulosa","",".",".","","","NA"
"171","Royal Botanical Garden","Monarda","Monarda fistulosa","",".",".","","","NA"
"172","Royal Botanical Garden","Evening primrose","Oenothera biennis","",".",".","","","NA"
"173","Royal Botanical Garden","Proso millet","Panicum virgatum","Rubrum'",".",".","","","NA"
"174","Royal Botanical Garden","Proso millet","Panicum virgatum","Rotstrahlbusch'",".",".","","","NA"
"175","Royal Botanical Garden","Proso millet","Panicum virgatum","Northwind'",".",".","","","NA"
"176","Royal Botanical Garden","Proso millet","Panicum virgatum","Prairie Sky'",".",".","","","NA"
"177","Royal Botanical Garden","Proso millet","Panicum virgatum","Heavy Metal'",".",".","","","NA"
"178","Royal Botanical Garden","Proso millet","Panicum virgatum","",".",".","","","NA"
"179","Royal Botanical Garden","Proso millet","Panicum virgatum","Prairie Fire'",".",".","","","NA"
"180","Royal Botanical Garden","Proso millet","Panicum virgatum","Northwind'",".",".","","","NA"
"181","Royal Botanical Garden","Proso millet","Panicum virgatum","Heavy Metal'",".",".","","","NA"
"182","Royal Botanical Garden","Proso millet","Panicum virgatum","Dallas Blues'",".",".","","","NA"
"183","Royal Botanical Garden","Proso millet","Panicum virgatum","Blood Brothers'",".",".","","","NA"
"184","Royal Botanical Garden","Proso millet","Panicum virgatum","Shenandoah'",".",".","","","NA"
"185","Royal Botanical Garden","Proso millet","Panicum virgatum","Cloud Nine'",".",".","","","NA"
"186","Royal Botanical Garden","Proso millet","Panicum virgatum","Shenandoah'",".",".","","","NA"
"187","Royal Botanical Garden","Proso millet","Panicum virgatum","Cloud Nine'",".",".","","","NA"
"188","Royal Botanical Garden","Proso millet","Panicum virgatum","Cheyenne Sky'",".",".","","","NA"
"189","Royal Botanical Garden","Spruce","Picea glauca","Pendula'",".",".","","","NA"
"190","Royal Botanical Garden","Spruce","Picea glauca","albertiana 'Conica'",".",".","","","NA"
"191","Royal Botanical Garden","Spruce","Picea glauca","Ketch Harbor'",".",".","","","NA"
"192","Royal Botanical Garden","Spruce","Picea glauca","Rainbow's End'",".",".","","","NA"
"193","Royal Botanical Garden","Spruce","Picea glauca","Conica'",".",".","","","NA"
"194","Royal Botanical Garden","Spruce","Picea glauca","",".",".","","","NA"
"195","Royal Botanical Garden","Spruce","Picea glauca","Conica'",".",".","","","NA"
"196","Royal Botanical Garden","Spruce","Picea glauca","",".",".","","","NA"
"197","Royal Botanical Garden","Spruce","Picea glauca","",".",".","","","NA"
"198","Royal Botanical Garden","Spruce","Picea glauca","",".",".","","","NA"
"199","Royal Botanical Garden","Spruce","Picea glauca","","43.3","-89.43333","United States","Wisconsin","NA"
"200","Royal Botanical Garden","Spruce","Picea glauca","",".",".","United States","","NA"
"201","Royal Botanical Garden","Spruce","Picea glauca","",".",".","","","NA"
"202","Royal Botanical Garden","Spruce","Picea glauca","",".",".","","","NA"
"203","Royal Botanical Garden","Spruce","Picea mariana","Mont Tremblant'",".",".","","","NA"
"204","Royal Botanical Garden","Spruce","Picea mariana","",".",".","Canada","Ontario","NA"
"205","Royal Botanical Garden","Spruce","Picea rubens","",".",".","","","NA"
"206","Royal Botanical Garden","Spruce","Picea sitchensis","Papoose'",".",".","","","NA"
"207","Royal Botanical Garden","Pine","Pinus banksiana","Uncle Fogy'",".",".","","","NA"
"208","Royal Botanical Garden","Pine","Pinus banksiana","",".",".","","","NA"
"209","Royal Botanical Garden","Pine","Pinus contorta","Taylor's Sunburst'",".",".","","","NA"
"210","Royal Botanical Garden","Pine","Pinus flexilis","Prostrata'",".",".","","","NA"
"211","Royal Botanical Garden","Pine","Pinus flexilis","Reflexa'",".",".","","","NA"
"212","Royal Botanical Garden","Pine","Pinus flexilis","Vanderwolf's Pyramid'",".",".","","","NA"
"213","Royal Botanical Garden","Pine","Pinus flexilis","Extra Blue'",".",".","","","NA"
"214","Royal Botanical Garden","Pine","Pinus flexilis","Pendula'",".",".","","","NA"
"215","Royal Botanical Garden","Pine","Pinus resinosa","",".",".","","","NA"
"216","Royal Botanical Garden","Pine","Pinus resinosa","",".",".","","","NA"
"217","Royal Botanical Garden","Pine","Pinus resinosa","",".",".","","","NA"
"218","Royal Botanical Garden","Pine","Pinus resinosa","",".",".","","","NA"
"219","Royal Botanical Garden","Pine","Pinus resinosa","",".",".","","","NA"
"220","Royal Botanical Garden","Pine","Pinus resinosa","",".",".","","","NA"
"221","Royal Botanical Garden","Pine","Pinus strobus","Angel Falls'",".",".","","","NA"
"222","Royal Botanical Garden","Pine","Pinus strobus","Niagara Falls'",".",".","","","NA"
"223","Royal Botanical Garden","Pine","Pinus strobus","Pendula'",".",".","","","NA"
"224","Royal Botanical Garden","Pine","Pinus strobus","Contorta'",".",".","","","NA"
"225","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"226","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"227","Royal Botanical Garden","Pine","Pinus strobus","Blue Shag'",".",".","","","NA"
"228","Royal Botanical Garden","Pine","Pinus strobus","Fastigiata'",".",".","","","NA"
"229","Royal Botanical Garden","Pine","Pinus strobus","Mini Twists'",".",".","","","NA"
"230","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"231","Royal Botanical Garden","Pine","Pinus strobus","Blue Shag'",".",".","","","NA"
"232","Royal Botanical Garden","Pine","Pinus strobus","Mini Twists'",".",".","","","NA"
"233","Royal Botanical Garden","Pine","Pinus strobus","Stowe Pillar'",".",".","","","NA"
"234","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"235","Royal Botanical Garden","Pine","Pinus strobus","Contorta'",".",".","","","NA"
"236","Royal Botanical Garden","Pine","Pinus strobus","Niagara Falls'",".",".","","","NA"
"237","Royal Botanical Garden","Pine","Pinus strobus","Merrimack'",".",".","","","NA"
"238","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"239","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"240","Royal Botanical Garden","Pine","Pinus strobus","Pendula'",".",".","","","NA"
"241","Royal Botanical Garden","Pine","Pinus strobus","",".",".","Canada","Ontario","NA"
"242","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"243","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"244","Royal Botanical Garden","Pine","Pinus strobus","Louie'",".",".","","","NA"
"245","Royal Botanical Garden","Pine","Pinus strobus","Louie'",".",".","","","NA"
"246","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"247","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"248","Royal Botanical Garden","Pine","Pinus strobus","Golden Candles'",".",".","","","NA"
"249","Royal Botanical Garden","Pine","Pinus strobus","Vanderwolf's Green Globe'",".",".","","","NA"
"250","Royal Botanical Garden","Pine","Pinus strobus","",".",".","","","NA"
"251","Royal Botanical Garden","Pine","Pinus strobus","Tiny Kurls'",".",".","","","NA"
"252","Royal Botanical Garden","Poplar","Populus deltoides","",".",".","","","NA"
"253","Royal Botanical Garden","Poplar","Populus tremuloides","",".",".","","","NA"
"254","Royal Botanical Garden","Poplar","Populus tremuloides","",".",".","","","NA"
"255","Royal Botanical Garden","Plum","Prunus americana","",".",".","","","NA"
"256","Royal Botanical Garden","Cherry","Prunus serotina","",".",".","","","NA"
"257","Royal Botanical Garden","Cherry","Prunus serotina","",".",".","","","NA"
"258","Royal Botanical Garden","Cherry","Prunus serotina","",".",".","","","NA"
"259","Royal Botanical Garden","Cherry","Prunus serotina","",".",".","","","NA"
"260","Royal Botanical Garden","Cherry","Prunus serotina","",".",".","","","NA"
"261","Royal Botanical Garden","Cherry","Prunus virginiana","Midnight'",".",".","","","NA"
"262","Royal Botanical Garden","Cherry","Prunus virginiana","Schubert'",".",".","","","NA"
"263","Royal Botanical Garden","Cherry","Prunus virginiana","",".",".","","","NA"
"264","Royal Botanical Garden","Cherry","Prunus virginiana","Halward's Choice'",".",".","","","NA"
"265","Royal Botanical Garden","Cherry","Prunus virginiana","Schubert'",".",".","","","NA"
"266","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"267","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","Canada","British Columbia","NA"
"268","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"269","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","Waggin Tails'",".",".","","","NA"
"270","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"271","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"272","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","",".",".","","","NA"
"273","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"274","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"275","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"276","Royal Botanical Garden","Douglas fir","Pseudotsuga menziesii","glauca",".",".","","","NA"
"277","Royal Botanical Garden","Mountain Mint","Pycnanthemum virginianum","",".",".","","","NA"
"278","Royal Botanical Garden","Mountain Mint","Pycnanthemum virginianum","",".",".","","","NA"
"279","Royal Botanical Garden","Mountain Mint","Pycnanthemum virginianum","",".",".","","","NA"
"280","Royal Botanical Garden","Mountain Mint","Pycnanthemum virginianum","",".",".","","","NA"
"281","Royal Botanical Garden","Oak","Quercus alba","",".",".","","","NA"
"282","Royal Botanical Garden","Oak","Quercus alba","",".",".","","","NA"
"283","Royal Botanical Garden","Oak","Quercus alba","",".",".","","","NA"
"284","Royal Botanical Garden","Oak","Quercus alba","",".",".","","","NA"
"285","Royal Botanical Garden","Oak","Quercus bicolor","",".",".","","","NA"
"286","Royal Botanical Garden","Oak","Quercus bicolor","",".",".","","","NA"
"287","Royal Botanical Garden","Oak","Quercus bicolor","",".",".","","","NA"
"288","Royal Botanical Garden","Oak","Quercus bicolor","",".",".","","","NA"
"289","Royal Botanical Garden","Oak","Quercus bicolor","",".",".","","","NA"
"290","Royal Botanical Garden","Oak","Quercus bicolor","",".",".","","","NA"
"291","Royal Botanical Garden","Oak","Quercus muehlenbergii","",".",".","","","NA"
"292","Royal Botanical Garden","Oak","Quercus muehlenbergii","",".",".","","","NA"
"293","Royal Botanical Garden","Oak","Quercus muehlenbergii","",".",".","","","NA"
"294","Royal Botanical Garden","Oak","Quercus palustris","",".",".","","","NA"
"295","Royal Botanical Garden","Oak","Quercus palustris","",".",".","","","NA"
"296","Royal Botanical Garden","Oak","Quercus palustris","",".",".","","","NA"
"297","Royal Botanical Garden","Oak","Quercus palustris","",".",".","","","NA"
"298","Royal Botanical Garden","Oak","Quercus palustris","",".",".","","","NA"
"299","Royal Botanical Garden","Oak","Quercus palustris","",".",".","","","NA"
"300","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"301","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"302","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"303","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"304","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"305","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"306","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"307","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"308","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"309","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"310","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"311","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"312","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"313","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"314","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"315","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"316","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"317","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"318","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"319","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"320","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"321","Royal Botanical Garden","Oak","Quercus rubra","",".",".","","","NA"
"322","Royal Botanical Garden","Oak","Quercus velutina","",".",".","","","NA"
"323","Royal Botanical Garden","Oak","Quercus velutina","",".",".","","","NA"
"324","Royal Botanical Garden","Oak","Quercus velutina","",".",".","","","NA"
"325","Royal Botanical Garden","Oak","Quercus velutina","",".",".","","","NA"
"326","Royal Botanical Garden","Currant","Ribes aureum","",".",".","","","NA"
"327","Royal Botanical Garden","Currant","Ribes sanguineum","",".",".","","","NA"
"328","Royal Botanical Garden","Raspberry","Rubus allegheniensis","",".",".","","","NA"
"329","Royal Botanical Garden","Raspberry","Rubus idaeus","Latham'",".",".","","","NA"
"330","Royal Botanical Garden","Raspberry","Rubus idaeus","Boyne'",".",".","","","NA"
"331","Royal Botanical Garden","Raspberry","Rubus idaeus","Heritage'",".",".","","","NA"
"332","Royal Botanical Garden","Raspberry","Rubus odoratus","",".",".","","","NA"
