,garden,crop,species,variant,latitude,longitude,country,province,IUCNRedList
312,VanDusen Botanical Garden,Cedar,Thuja occidentalis,, , ,NA,NA,NA
313,VanDusen Botanical Garden,Cedar,Thuja occidentalis,, , ,NA,NA,NA
314,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Fastigiata', , ,NA,NA,NA
315,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
316,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
317,VanDusen Botanical Garden,Cedar,Thuja plicata,Emerald Giant', , ,NA,NA,NA
318,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
319,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
320,VanDusen Botanical Garden,Cedar,Thuja plicata,Filiformis', , ,NA,NA,NA
321,VanDusen Botanical Garden,Cedar,Thuja plicata,Whipcord', , ,NA,NA,NA
322,VanDusen Botanical Garden,Cedar,Thuja plicata,Zebrina', , ,NA,NA,NA
323,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
324,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
325,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
326,VanDusen Botanical Garden,Cedar,Thuja plicata,Atrovirens', , ,NA,NA,NA
327,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
328,VanDusen Botanical Garden,Cedar,Thuja plicata,Aurea', , ,NA,NA,NA
329,VanDusen Botanical Garden,Cedar,Thuja plicata,Filiformis', , ,NA,NA,NA
330,VanDusen Botanical Garden,Cedar,Thuja plicata,Rogersii', , ,NA,NA,NA
331,VanDusen Botanical Garden,Cedar,Thuja plicata,Rogersii', , ,NA,NA,NA
332,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
333,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
334,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
335,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
336,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
337,VanDusen Botanical Garden,Cedar,Thuja plicata,, , ,NA,NA,NA
338,VanDusen Botanical Garden,Linden,Tilia americana,heterophylla, , ,NA,NA,NA
339,VanDusen Botanical Garden,Spiderwort,Tradescantia virginiana,Caerulea Plena', , ,NA,NA,NA
340,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Curley', , ,NA,NA,NA
341,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Pendula', , ,NA,NA,NA
342,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Pendula', , ,NA,NA,NA
343,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Pendula', , ,NA,NA,NA
344,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Pendula', , ,NA,NA,NA
345,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Curley', , ,NA,NA,NA
346,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,, , ,NA,NA,NA
347,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Horsford Contorted', , ,NA,NA,NA
348,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Minuta', , ,NA,NA,NA
349,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Little Joe', , ,NA,NA,NA
350,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Gentsch White', , ,NA,NA,NA
351,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Pendula', , ,NA,NA,NA
352,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Jeddeloh', , ,NA,NA,NA
353,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Hussii', , ,NA,NA,NA
354,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Minuta', , ,NA,NA,NA
355,VanDusen Botanical Garden,Hemlock,Tsuga canadensis,Jeddeloh', , ,NA,NA,NA
356,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
357,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
358,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
359,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
360,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
361,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,Lewisii', , ,NA,NA,NA
362,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
363,VanDusen Botanical Garden,Hemlock,Tsuga heterophylla,, , ,NA,NA,NA
364,VanDusen Botanical Garden,Elm,Ulmus americana,, , ,NA,NA,NA
365,VanDusen Botanical Garden,Blueberry,Vaccinium alaskaense,, , ,NA,NA,NA
366,VanDusen Botanical Garden,Bilberry,Vaccinium corymbosum,, , ,NA,NA,NA
367,VanDusen Botanical Garden,Bilberry,Vaccinium corymbosum,Bluecrop', , ,NA,NA,NA
368,VanDusen Botanical Garden,Blueberry,Vaccinium membranaceum,, , ,NA,NA,NA
369,VanDusen Botanical Garden,Blueberry,Vaccinium membranaceum,, , ,NA,NA,NA
370,VanDusen Botanical Garden,Blueberry,Vaccinium membranaceum,, , ,NA,NA,NA
371,VanDusen Botanical Garden,Blueberry,Vaccinium membranaceum,, , ,NA,NA,NA
372,VanDusen Botanical Garden,Blueberry,Vaccinium myrtilloides,, , ,NA,NA,NA
373,VanDusen Botanical Garden,Blueberry,Vaccinium myrtilloides,, , ,NA,NA,NA
374,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,, , ,NA,NA,NA
375,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,, , ,NA,NA,NA
376,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,Thunderbird', , ,NA,NA,NA
377,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,Thunderbird', , ,NA,NA,NA
378,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,, , ,NA,NA,NA
379,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,, , ,NA,NA,NA
380,VanDusen Botanical Garden,Blueberry,Vaccinium ovatum,, , ,NA,NA,NA
381,VanDusen Botanical Garden,Cranberry,Vaccinium oxycoccos,, , ,NA,NA,NA
382,VanDusen Botanical Garden,Blueberry,Vaccinium uliginosum,, , ,NA,NA,NA
383,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea,, , ,NA,NA,NA
384,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea,, , ,NA,NA,NA
385,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea,, , ,NA,NA,NA
386,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea,, , ,NA,NA,NA
387,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea, minus, , ,NA,NA,NA
388,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea,, , ,NA,NA,NA
389,VanDusen Botanical Garden,Lingonberry,Vaccinium vitis-idaea,, , ,NA,NA,NA
390,VanDusen Botanical Garden,Cranberry,Viburnum cassinoides,, , ,NA,NA,NA
391,VanDusen Botanical Garden,Cranberry,Viburnum cassinoides,, , ,NA,NA,NA
392,VanDusen Botanical Garden,Cranberry,Viburnum dentatum,, , ,NA,NA,NA
393,VanDusen Botanical Garden,Cranberry,Viburnum edule,, , ,NA,NA,NA
394,VanDusen Botanical Garden,Cranberry,Viburnum lentago,, , ,NA,NA,NA
395,VanDusen Botanical Garden,Cranberry,Viburnum trilobum,Alfredo', , ,NA,NA,NA
396,VanDusen Botanical Garden,Cranberry,Viburnum trilobum,, , ,NA,NA,NA
397,VanDusen Botanical Garden,Cranberry,Viburnum trilobum,, , ,NA,NA,NA
398,VanDusen Botanical Garden,Cranberry,Viburnum trilobum,Bailey Compact', , ,NA,NA,NA
399,VanDusen Botanical Garden,Cranberry,Viburnum trilobum,, , ,NA,NA,NA
400,VanDusen Botanical Garden,Grape,Vitis riparia,Gloire', , ,NA,NA,NA
